name,price,link,image_url,source_url
Kyocera ECOSYS MA4500ix Mono Multifunction Laser Printer,"Ksh 150,000",https://abmltd.co.ke/products/kyocera-ecosys-ma4500ix-mono-multifunction-laser-printer__3acfc49a-a3fc-4aa1-8204-856638a2c306,https://api.sooq.africa/images/3fd01da5-f0c9-43ed-8af5-885097debd16.png,https://abmltd.co.ke/departments/new_printers
Pantum BM5100ADW A4 Mono Laser Printer,"Ksh 55,000",https://abmltd.co.ke/products/pantum-bm5100adw-a4-mono-laser-printer__79bd9f37-dbd3-417e-8497-5770aaa61ffa,https://api.sooq.africa/images/1c433528-03a2-4729-a983-686ae127f18d.jpg,https://abmltd.co.ke/departments/new_printers
Pantum CM1100DW A4 Color Laser Printer,"Ksh 60,000",https://abmltd.co.ke/products/pantum-cm1100dw-a4-color-laser-printer__4fe596ae-3369-434d-b82c-402585e55410,https://api.sooq.africa/images/f00265f2-fb09-42ab-8754-bc0bc8f1e795.jpg,https://abmltd.co.ke/departments/new_printers
Pantum M7100DW A4 Mono Laser Printer,"Ksh 32,000",https://abmltd.co.ke/products/pantum-m7100dw-a4-mono-laser-printer__a307a843-afeb-4ed3-996f-382d99d02389,https://api.sooq.africa/images/006673a2-39e3-4cd7-a55a-6d6afb0d69e5.jpg,https://abmltd.co.ke/departments/new_printers
Pantum CM1100ADW A4 Color Laser Printer,"Ksh 75,000",https://abmltd.co.ke/products/pantum-cm1100adw-a4-color-laser-printer__457b8eaa-f606-48be-86f2-1652955e1a3c,https://api.sooq.africa/images/70eec11d-668a-4b1c-b0f1-d81cb513cd90.jpg,https://abmltd.co.ke/departments/new_printers
Pantum BM5100FDW A4 Mono Laser Printer,"Ksh 60,000",https://abmltd.co.ke/products/pantum-bm5100fdw-a4-mono-laser-printer__64e4cc71-2744-47c3-b715-044175a996b4,https://api.sooq.africa/images/7aff2cab-5229-4af8-b92c-f02af9f68cf9.jpg,https://abmltd.co.ke/departments/new_printers
Pantum M6559NW A4 Mono Laser Printers,"Ksh 27,000",https://abmltd.co.ke/products/pantum-m6559nw-a4-mono-laser-printers__1a4d528a-9744-47d0-92aa-47d50087131c,https://api.sooq.africa/images/179f2d41-9d34-48d6-844a-2d2ad5ce4320.png,https://abmltd.co.ke/departments/new_printers
Ricoh Aficio IM4000A A3 Mono Laser MFP Printer,"Ksh 525,000",https://abmltd.co.ke/products/ricoh-aficio-im4000a-a3-mono-laser-mfp-printer__74b10a34-aa38-4e52-9f03-e844bed33c94,https://api.sooq.africa/images/c096f0bc-76c5-486b-9138-8dc455f7cb3e.jpg,https://abmltd.co.ke/departments/new_printers
Ricoh Aficio IM3500 A3 Mono Laser MFP Printer,"Ksh 420,000",https://abmltd.co.ke/products/ricoh-aficio-im3500-a3-mono-laser-mfp-printer__67bdd34e-ca64-49d1-8dd1-8fe888c23d3d,https://api.sooq.africa/images/9cb19efc-f9a1-430b-9b1d-bb92bac572af.jpg,https://abmltd.co.ke/departments/new_printers
Pantum P3010DW Monochrome Laser Printer,"Ksh 26,000",https://abmltd.co.ke/products/pantum-p3010dw-monochrome-laser-printer__e01e634f-fd51-4931-b184-09f3420fd042,https://api.sooq.africa/images/09643b06-a218-48ee-9ca5-50873a7a4568.png,https://abmltd.co.ke/departments/new_printers
Pantum M7310DW A4 Mono Laser Printer,"Ksh 37,000",https://abmltd.co.ke/products/pantum-m7310dw-a4-mono-laser-printer__bced864a-498b-488d-b7a8-a0641c374bf3,https://api.sooq.africa/images/81ab02b3-945e-41b3-8774-add15f8c1fab.jpg,https://abmltd.co.ke/departments/new_printers
Ricoh M2700 A3 Mono Laser MFP Printer,"Ksh 100,000",https://abmltd.co.ke/products/ricoh-m2700-a3-mono-laser-mfp-printer__75ea8854-f134-436e-8315-4c1e6da2d98e,https://api.sooq.africa/images/0e2eb525-5451-4feb-8c15-a880208ebfec.jpg,https://abmltd.co.ke/departments/new_printers
Pantum P2509W A4 Mono Laser Printer,"Ksh 18,000",https://abmltd.co.ke/products/pantum-p2509w-a4-mono-laser-printer__38759512-566c-4e1f-bbc8-00f195b44aab,https://api.sooq.africa/images/7c75d848-c37e-47c0-b793-e3954c1ce52b.jpg,https://abmltd.co.ke/departments/new_printers
KYOCERA ECOSYS MA3500cix A4 Colour Multifunctional Laser Pri...,"Ksh 140,000",https://abmltd.co.ke/products/kyocera-ecosys-ma3500cix-a4-colour-multifunctional-laser-pri---__0b3a4d0c-b5cf-454e-b181-712d347b35b3,https://api.sooq.africa/images/323be451-1007-4da6-9642-83cdf8720bd1.png,https://abmltd.co.ke/departments/new_printers
Kyocera ECOSYS M4125idn,"Ksh 250,000",https://abmltd.co.ke/products/kyocera-ecosys-m4125idn__11df890d-bf9e-4208-84e1-f32da621c824,https://api.sooq.africa/images/8fc26eda-626b-421e-bb1f-d113f7c1906b.png,https://abmltd.co.ke/departments/new_printers
Kyocera ECOSYS M8124cidn,"Ksh 390,000",https://abmltd.co.ke/products/kyocera-ecosys-m8124cidn__ead245ce-4875-4f53-a94e-8b1268d127a8,https://api.sooq.africa/images/5f066270-36b0-42d6-a089-e452473d2220.png,https://abmltd.co.ke/departments/new_printers
Kyocera ECOSYS M3655idn,"Ksh 50,000",https://abmltd.co.ke/products/kyocera-ecosys-m3655idn__db5ae647-a536-42db-a2f3-97f2fe7faa54,https://api.sooq.africa/images/279f6e9c-b2d1-4126-8ebc-4d134549ae57.png,https://abmltd.co.ke/departments/new_printers
Kyocera Ecosys M4125idn,"Ksh 250,000",https://abmltd.co.ke/products/kyocera-ecosys-m4125idn__7d4bc919-8138-4457-b080-fd8e45c0d93c,https://api.sooq.africa/images/c0931d15-f23f-4fe3-be45-fdd9db81ccab.PNG,https://abmltd.co.ke/departments/new_printers
Kyocera TASKalfa 2554ci,"Ksh 675,000",https://abmltd.co.ke/products/kyocera-taskalfa-2554ci__13905a6e-6926-4805-a080-59e97af113f4,https://api.sooq.africa/images/ab64e7b3-b61e-4ac2-8a3e-db70ac6a87e0.PNG,https://abmltd.co.ke/departments/new_printers
Pantum M6509NW A4 Mono Laser Printer,"Ksh 23,000",https://abmltd.co.ke/products/pantum-m6509nw-a4-mono-laser-printer__3cf1fb68-37a5-4e26-b949-2c0272a30332,https://api.sooq.africa/images/6f24f39b-79ff-4b21-9437-e116ba0dd2e0.jpg,https://abmltd.co.ke/departments/new_printers
Pantum M6700DW A4 Mono Laser Printer,"Ksh 30,000",https://abmltd.co.ke/products/pantum-m6700dw-a4-mono-laser-printer__852ff92d-1d81-4856-877a-54f4d5d8431f,https://api.sooq.africa/images/db6eaf79-4257-4888-bf41-fe63ae3fd190.jpg,https://abmltd.co.ke/departments/new_printers
Pantum BM5100ADW A4 Mono Laser Printer,"Ksh 55,000",https://abmltd.co.ke/products/pantum-bm5100adw-a4-mono-laser-printer__79bd9f37-dbd3-417e-8497-5770aaa61ffa,https://api.sooq.africa/images/1c433528-03a2-4729-a983-686ae127f18d.jpg,https://abmltd.co.ke/departments/new_printers/brands/new_pantum_printers
Pantum CM1100DW A4 Color Laser Printer,"Ksh 60,000",https://abmltd.co.ke/products/pantum-cm1100dw-a4-color-laser-printer__4fe596ae-3369-434d-b82c-402585e55410,https://api.sooq.africa/images/f00265f2-fb09-42ab-8754-bc0bc8f1e795.jpg,https://abmltd.co.ke/departments/new_printers/brands/new_pantum_printers
Pantum M7100DW A4 Mono Laser Printer,"Ksh 32,000",https://abmltd.co.ke/products/pantum-m7100dw-a4-mono-laser-printer__a307a843-afeb-4ed3-996f-382d99d02389,https://api.sooq.africa/images/006673a2-39e3-4cd7-a55a-6d6afb0d69e5.jpg,https://abmltd.co.ke/departments/new_printers/brands/new_pantum_printers
Pantum CM1100ADW A4 Color Laser Printer,"Ksh 75,000",https://abmltd.co.ke/products/pantum-cm1100adw-a4-color-laser-printer__457b8eaa-f606-48be-86f2-1652955e1a3c,https://api.sooq.africa/images/70eec11d-668a-4b1c-b0f1-d81cb513cd90.jpg,https://abmltd.co.ke/departments/new_printers/brands/new_pantum_printers
Pantum BM5100FDW A4 Mono Laser Printer,"Ksh 60,000",https://abmltd.co.ke/products/pantum-bm5100fdw-a4-mono-laser-printer__64e4cc71-2744-47c3-b715-044175a996b4,https://api.sooq.africa/images/7aff2cab-5229-4af8-b92c-f02af9f68cf9.jpg,https://abmltd.co.ke/departments/new_printers/brands/new_pantum_printers
Pantum M6559NW A4 Mono Laser Printers,"Ksh 27,000",https://abmltd.co.ke/products/pantum-m6559nw-a4-mono-laser-printers__1a4d528a-9744-47d0-92aa-47d50087131c,https://api.sooq.africa/images/179f2d41-9d34-48d6-844a-2d2ad5ce4320.png,https://abmltd.co.ke/departments/new_printers/brands/new_pantum_printers
Pantum P3010DW Monochrome Laser Printer,"Ksh 26,000",https://abmltd.co.ke/products/pantum-p3010dw-monochrome-laser-printer__e01e634f-fd51-4931-b184-09f3420fd042,https://api.sooq.africa/images/09643b06-a218-48ee-9ca5-50873a7a4568.png,https://abmltd.co.ke/departments/new_printers/brands/new_pantum_printers
Pantum M7310DW A4 Mono Laser Printer,"Ksh 37,000",https://abmltd.co.ke/products/pantum-m7310dw-a4-mono-laser-printer__bced864a-498b-488d-b7a8-a0641c374bf3,https://api.sooq.africa/images/81ab02b3-945e-41b3-8774-add15f8c1fab.jpg,https://abmltd.co.ke/departments/new_printers/brands/new_pantum_printers
Pantum P2509W A4 Mono Laser Printer,"Ksh 18,000",https://abmltd.co.ke/products/pantum-p2509w-a4-mono-laser-printer__38759512-566c-4e1f-bbc8-00f195b44aab,https://api.sooq.africa/images/7c75d848-c37e-47c0-b793-e3954c1ce52b.jpg,https://abmltd.co.ke/departments/new_printers/brands/new_pantum_printers
Pantum M6509NW A4 Mono Laser Printer,"Ksh 23,000",https://abmltd.co.ke/products/pantum-m6509nw-a4-mono-laser-printer__3cf1fb68-37a5-4e26-b949-2c0272a30332,https://api.sooq.africa/images/6f24f39b-79ff-4b21-9437-e116ba0dd2e0.jpg,https://abmltd.co.ke/departments/new_printers/brands/new_pantum_printers
Pantum M6700DW A4 Mono Laser Printer,"Ksh 30,000",https://abmltd.co.ke/products/pantum-m6700dw-a4-mono-laser-printer__852ff92d-1d81-4856-877a-54f4d5d8431f,https://api.sooq.africa/images/db6eaf79-4257-4888-bf41-fe63ae3fd190.jpg,https://abmltd.co.ke/departments/new_printers/brands/new_pantum_printers
Kyocera ECOSYS MA4500ix Mono Multifunction Laser Printer,"Ksh 150,000",https://abmltd.co.ke/products/kyocera-ecosys-ma4500ix-mono-multifunction-laser-printer__3acfc49a-a3fc-4aa1-8204-856638a2c306,https://api.sooq.africa/images/3fd01da5-f0c9-43ed-8af5-885097debd16.png,https://abmltd.co.ke/departments/new_printers/brands/new_kyocera_printers
KYOCERA ECOSYS MA3500cix A4 Colour Multifunctional Laser Pri...,"Ksh 140,000",https://abmltd.co.ke/products/kyocera-ecosys-ma3500cix-a4-colour-multifunctional-laser-pri---__0b3a4d0c-b5cf-454e-b181-712d347b35b3,https://api.sooq.africa/images/323be451-1007-4da6-9642-83cdf8720bd1.png,https://abmltd.co.ke/departments/new_printers/brands/new_kyocera_printers
Kyocera ECOSYS M8124cidn,"Ksh 390,000",https://abmltd.co.ke/products/kyocera-ecosys-m8124cidn__ead245ce-4875-4f53-a94e-8b1268d127a8,https://api.sooq.africa/images/5f066270-36b0-42d6-a089-e452473d2220.png,https://abmltd.co.ke/departments/new_printers/brands/new_kyocera_printers
Kyocera Ecosys M4125idn,"Ksh 250,000",https://abmltd.co.ke/products/kyocera-ecosys-m4125idn__7d4bc919-8138-4457-b080-fd8e45c0d93c,https://api.sooq.africa/images/c0931d15-f23f-4fe3-be45-fdd9db81ccab.PNG,https://abmltd.co.ke/departments/new_printers/brands/new_kyocera_printers
Kyocera TASKalfa 2554ci,"Ksh 675,000",https://abmltd.co.ke/products/kyocera-taskalfa-2554ci__13905a6e-6926-4805-a080-59e97af113f4,https://api.sooq.africa/images/ab64e7b3-b61e-4ac2-8a3e-db70ac6a87e0.PNG,https://abmltd.co.ke/departments/new_printers/brands/new_kyocera_printers
Konica Minolta Bizhub C287 A3 Color Laser MFP Printer,"Ksh 90,000",https://abmltd.co.ke/products/konica-minolta-bizhub-c287-a3-color-laser-mfp-printer__f6f54455-4867-4d5a-b991-d565af654f25,https://api.sooq.africa/images/e22c92cc-131d-4004-bcf8-bf875a12c7ec.jpg,https://abmltd.co.ke/departments/refurbished_printers
Konica Minolta Bizhub C227 A3 Color Laser MFP Printer,"Ksh 85,000",https://abmltd.co.ke/products/konica-minolta-bizhub-c227-a3-color-laser-mfp-printer__f884a90f-f00e-49c8-b519-ee549eada85d,https://api.sooq.africa/images/f272d951-83c9-4a10-bf94-259a6906627e.jpg,https://abmltd.co.ke/departments/refurbished_printers
Kyocera TASKalfa 3212i A3 Mono Laser MFP Copier,"Ksh 80,000",https://abmltd.co.ke/products/kyocera-taskalfa-3212i-a3-mono-laser-mfp-copier__7fe09882-b72b-46da-b7fe-73c4626ae76e,https://api.sooq.africa/images/00fa968e-a010-4fc4-8abf-c3f283b33c44.png,https://abmltd.co.ke/departments/refurbished_printers
Kyocera TASKalfa 3010i A3 Mono Laser Copier,"Ksh 75,000",https://abmltd.co.ke/products/kyocera-taskalfa-3010i-a3-mono-laser-copier__7153a098-92c8-4841-803b-52f194196151,https://api.sooq.africa/images/555755da-fc0a-4846-aec3-e311c389d50a.jpg,https://abmltd.co.ke/departments/refurbished_printers
Kyocera TASKalfa 2552ci A3 Color Laser MFP Copier,"Ksh 80,000",https://abmltd.co.ke/products/kyocera-taskalfa-2552ci-a3-color-laser-mfp-copier__5c6b5856-a9af-43be-ad95-473a7ae414d2,https://api.sooq.africa/images/2e106a7a-42f4-4710-be63-579eb1560193.jpg,https://abmltd.co.ke/departments/refurbished_printers
Ricoh SP5210sf A4 Mono Laser MFP Copier,"Ksh 38,000",https://abmltd.co.ke/products/ricoh-sp5210sf-a4-mono-laser-mfp-copier__c9a5b09d-a27b-433b-8f4e-189b7f82d65d,https://api.sooq.africa/images/2e77ce9d-454f-49c7-ac38-046ba570e3fd.png,https://abmltd.co.ke/departments/refurbished_printers
Kyocera TASKalfa 3510i A3 Mono Laser Copier,"Ksh 85,000",https://abmltd.co.ke/products/kyocera-taskalfa-3510i-a3-mono-laser-copier__77635dc7-e1f3-434f-b7ba-61d2dc38315f,https://api.sooq.africa/images/99d1a1a4-ce4a-4d53-87d0-fc62e3f1c7bb.jpg,https://abmltd.co.ke/departments/refurbished_printers
Kyocera TASKalfa 3011i A3 Mono Laser Copier,"Ksh 80,000",https://abmltd.co.ke/products/kyocera-taskalfa-3011i-a3-mono-laser-copier__ce0b6ad0-c20a-41db-955f-56c8f34f5cfb,https://api.sooq.africa/images/3dc94e66-ad34-4861-9274-6f8f4c4bb541.jpg,https://abmltd.co.ke/departments/refurbished_printers
Kyocera TASKalfa 3511i A3 Mono Laser MFP Copier,"Ksh 85,000",https://abmltd.co.ke/products/kyocera-taskalfa-3511i-a3-mono-laser-mfp-copier__eaac6d66-16ed-40c3-80b9-568bf46c9c0a,https://api.sooq.africa/images/e8a57d68-93a0-4869-803b-ce874d0f4014.jpg,https://abmltd.co.ke/departments/refurbished_printers
Konica Minolta Bizhub C454 A3 Color Laser MFP Printer,"Ksh 135,000",https://abmltd.co.ke/products/konica-minolta-bizhub-c454-a3-color-laser-mfp-printer__6766f736-1a07-4d27-91c1-4b43ce12d91d,https://api.sooq.africa/images/bf6df1da-f7ed-495b-b8e3-38d829e86b44.jpg,https://abmltd.co.ke/departments/refurbished_printers
Kyocera TASKalfa 3252ci A3 Color Laser MFP Copier,"Ksh 85,000",https://abmltd.co.ke/products/kyocera-taskalfa-3252ci-a3-color-laser-mfp-copier__ec5a7ddf-c1f0-483a-8532-47fd78e09175,https://api.sooq.africa/images/57d18ae1-21b7-458b-8b0f-9f676b2cd846.jpg,https://abmltd.co.ke/departments/refurbished_printers
Kyocera Ecosys FS6525 A3 Mono Laser MFP Copier,"Ksh 65,000",https://abmltd.co.ke/products/kyocera-ecosys-fs6525-a3-mono-laser-mfp-copier__49c07aaf-5ce6-48ca-85b3-cf7796ecbde9,https://api.sooq.africa/images/7d2a611d-a546-4dec-912f-c0998b3fcf45.jpg,https://abmltd.co.ke/departments/refurbished_printers
Kyocera Ecosys P3055 A4 Mono Laser MFP Printer,"Ksh 25,000",https://abmltd.co.ke/products/kyocera-ecosys-p3055-a4-mono-laser-mfp-printer__13865af8-7a49-4215-95c9-0a607c1aa170,https://api.sooq.africa/images/78d42091-997d-401b-9a3f-9189c48b4047.jpg,https://abmltd.co.ke/departments/refurbished_printers
Konica Minolta Bizhub C220 A3 Color Laser MFP Copier,"Ksh 90,000",https://abmltd.co.ke/products/konica-minolta-bizhub-c220-a3-color-laser-mfp-copier__b5f58003-c81d-4d27-bbe5-e066604535ae,https://api.sooq.africa/images/6e7e1cc1-c0d5-473b-935d-31dede4cacba.jpg,https://abmltd.co.ke/departments/refurbished_printers
Kyocera Ecosys M3145idn A4 Mono Laser MFP Printer,"Ksh 45,000",https://abmltd.co.ke/products/kyocera-ecosys-m3145idn-a4-mono-laser-mfp-printer__a7c53bc4-7730-43a8-8c31-2da5e704aa26,https://api.sooq.africa/images/ab9758ea-3c49-4e1b-9ecb-4a300aa6082c.jpg,https://abmltd.co.ke/departments/refurbished_printers
Kyocera Ecosys M3540dn A4 Mono Laser MFP Copier,"Ksh 48,000",https://abmltd.co.ke/products/kyocera-ecosys-m3540dn-a4-mono-laser-mfp-copier__685dece2-3cd8-459d-962e-480e9256981b,https://api.sooq.africa/images/e0eac189-5f6f-4a86-b750-8c75a01e9982.jpg,https://abmltd.co.ke/departments/refurbished_printers
Kyocera Ecosys M2135 A4 Mono Laser MFP Printer,"Ksh 40,000",https://abmltd.co.ke/products/kyocera-ecosys-m2135-a4--mono-laser-mfp-printer__c46d6da0-a0ea-4072-8932-bfaba9c3feec,https://api.sooq.africa/images/0f59df04-97e4-4c76-9f7e-f6fb6ccf6c4b.jpg,https://abmltd.co.ke/departments/refurbished_printers
Kyocera Ecosys FS3140 A4 Mono Laser MFP Printer,"Ksh 42,000",https://abmltd.co.ke/products/kyocera-ecosys-fs3140-a4-mono-laser-mfp-printer__4a8505fa-e642-48c6-a8b0-70028b5c34e6,https://api.sooq.africa/images/d86d199b-da47-4f2c-ac84-22ea2ab81a1c.jpg,https://abmltd.co.ke/departments/refurbished_printers
Kyocera TASKalfa 350ci A4 Color Laser MFP Copier,"Ksh 50,000",https://abmltd.co.ke/products/kyocera-taskalfa-350ci-a4-color-laser-mfp-copier__549fe104-6095-4f29-b488-e0b393b731c9,https://api.sooq.africa/images/9612a8de-0f99-46ee-8ecd-176c3ee27c35.jpg,https://abmltd.co.ke/departments/refurbished_printers
Kyocera TASKalfa 306ci A4 Color Laser MFP Copier,"Ksh 65,000",https://abmltd.co.ke/products/kyocera-taskalfa-306ci-a4-color-laser-mfp-copier__f756392f-5d2b-4301-ad94-050779c33f4c,https://api.sooq.africa/images/2f25b3e2-1c0b-4969-a8a9-9b29188f3925.jpg,https://abmltd.co.ke/departments/refurbished_printers
Kyocera Ecosys M3645idn A4 Mono Laser MFP Printers,"Ksh 45,000",https://abmltd.co.ke/products/kyocera-ecosys-m3645idn-a4-mono-laser-mfp-printers__03238168-6a0a-43f9-ace7-0279b5d51136,https://api.sooq.africa/images/f97ce6b9-2876-4523-9cfb-e57d88b22924.jpg,https://abmltd.co.ke/departments/refurbished_printers
Kyocera Ecosys M2535 A4 Mono Laser MFP Printer,"Ksh 38,000",https://abmltd.co.ke/products/kyocera-ecosys-m2535-a4-mono-laser-mfp-printer__d68a04b7-3866-4854-9112-4dcb06983a61,https://api.sooq.africa/images/53ab945c-fdf2-44bd-92fd-70791ac3de67.jpg,https://abmltd.co.ke/departments/refurbished_printers
Konica Minolta Bizhub C284 A3 Color Laser MFP Printer,"Ksh 105,000",https://abmltd.co.ke/products/konica-minolta-bizhub-c284-a3-color-laser-mfp-printer__975dc2fe-8d68-4cb3-9add-7f4c6a2eb35d,https://api.sooq.africa/images/1287f130-6c2e-41d7-a3ee-36767017b8c8.jpg,https://abmltd.co.ke/departments/refurbished_printers
Konica Minolta Bizhub C308 A3 Color Laser MFP Printer,"Ksh 105,000",https://abmltd.co.ke/products/konica-minolta-bizhub-c308-a3-color-laser-mfp-printer__b1bc4cba-8051-4e90-8261-006066f90de6,https://api.sooq.africa/images/4995347a-7371-420e-b4e8-7f7d46e7cd69.jpg,https://abmltd.co.ke/departments/refurbished_printers
Kyocera TASKalfa 356ci A4 Color Laser MFP Copier,"Ksh 55,000",https://abmltd.co.ke/products/kyocera-taskalfa-356ci-a4-color-laser-mfp-copier__75764406-50fe-4a21-bd52-9ecbcdb81544,https://api.sooq.africa/images/690dfd33-955f-45e4-bc6c-39458f58b984.jpg,https://abmltd.co.ke/departments/refurbished_printers
Konica Minolta Bizhub C558 A3 Color Laser MFP Printer,"Ksh 150,000",https://abmltd.co.ke/products/konica-minolta-bizhub-c558-a3-color-laser-mfp-printer__9e043a38-c19b-42c6-8934-8020b8be99cf,https://api.sooq.africa/images/dbbc979e-76e6-43cf-8ffc-4df2080d1eb4.jpg,https://abmltd.co.ke/departments/refurbished_printers
Konica Minolta Bizhub C368 A3 Color Laser MFP Printer,"Ksh 115,000",https://abmltd.co.ke/products/konica-minolta-bizhub-c368-a3-color-laser-mfp-printer__b9849599-bdc2-4c0d-9b8c-803dec3ad358,https://api.sooq.africa/images/a22c313a-f6a8-4d3e-a13c-8ea0b300901a.jpg,https://abmltd.co.ke/departments/refurbished_printers
Konica Minolta Bizhub C258 A3 Color laser MFP Printer,"Ksh 100,000",https://abmltd.co.ke/products/konica-minolta-bizhub-c258-a3-color-laser-mfp-printer__c322a0f1-8946-435e-bb71-b280bb2dd3af,https://api.sooq.africa/images/b7f98b54-b0f0-428b-b32d-92ef33c3ff5c.jpg,https://abmltd.co.ke/departments/refurbished_printers
Ricoh Aficio SP5200sf A4 Mono Laser MFP Copier,"Ksh 35,000",https://abmltd.co.ke/products/ricoh-aficio-sp5200sf-a4-mono-laser-mfp-copier__d7c3fb83-4ca6-43c9-8996-56ae0a0ca720,https://api.sooq.africa/images/b09c567f-7881-4101-ac85-e80c8a33afcc.png,https://abmltd.co.ke/departments/refurbished_printers
Ricoh Aficio MP C2003 A3 Color Laser MFP Printer,"Ksh 65,000",https://abmltd.co.ke/products/ricoh-aficio-mp-c2003-a3-color-laser-mfp-printer__46b88c5b-759f-4800-a984-34a96a878c47,https://api.sooq.africa/images/a2f91a72-d91f-4732-affa-23253b069eac.jpg,https://abmltd.co.ke/departments/refurbished_printers
Ricoh Aficio MPC 2051 A3 Color Laser MFP Printer,"Ksh 70,000",https://abmltd.co.ke/products/ricoh-aficio-mpc-2051-a3-color-laser-mfp-printer__1f06295d-1f13-468b-9911-0aa7afb1ea96,https://api.sooq.africa/images/d5f14fce-3a99-43a2-94b5-1a5278f58b97.jpg,https://abmltd.co.ke/departments/refurbished_printers
Ricoh Aficio MPC307 A4 Color Laser MFP Printer,"Ksh 55,000",https://abmltd.co.ke/products/ricoh-aficio-mpc307-a4-color-laser-mfp-printer__d622f17e-7c85-48fb-bb4a-00235819616a,https://api.sooq.africa/images/072138b6-c94b-4c70-b0e7-afaafab313f1.jpg,https://abmltd.co.ke/departments/refurbished_printers
Ricoh Aficio MPC2551 A3 Color Laser MFP Printer,"Ksh 75,000",https://abmltd.co.ke/products/ricoh-aficio-mpc2551-a3-color-laser-mfp-printer__97d1ef4c-9285-4aa9-84a0-3346b3ab945b,https://api.sooq.africa/images/51075a66-3869-4ab4-93ab-6c1d7b5c0c82.jpg,https://abmltd.co.ke/departments/refurbished_printers
Ricoh Aficio MPC401 A4 MFP Color Laser Printer,"Ksh 65,000",https://abmltd.co.ke/products/ricoh-aficio-mpc401-a4-mfp-color-laser-printer__058920c6-98cd-4f0f-a6fe-106d1c4f18d8,https://api.sooq.africa/images/57851560-1035-4492-a236-17e0861bf440.jpg,https://abmltd.co.ke/departments/refurbished_printers
Ricoh Aficio MPC3503 A3 Color Laser MFP Printer,"Ksh 100,000",https://abmltd.co.ke/products/ricoh-aficio-mpc3503-a3-color-laser-mfp-printer__3d226272-ce72-4b48-acd9-d1bc104b22e3,https://api.sooq.africa/images/d503788c-b9ee-4d03-bf70-9784cc31b2a2.jpg,https://abmltd.co.ke/departments/refurbished_printers
Ricoh Aficio MPC3003 A3 Color Laser MFP Printer,"Ksh 95,000",https://abmltd.co.ke/products/ricoh-aficio-mpc3003-a3-color-laser-mfp-printer__48f37b8f-5fb2-490f-90e0-41d19b310785,https://api.sooq.africa/images/c4dbdb16-989c-4c36-a21c-722972ff73eb.jpg,https://abmltd.co.ke/departments/refurbished_printers
Ricoh Aficio MPC5503 A3 Color Laser MFP Printer,"Ksh 115,000",https://abmltd.co.ke/products/ricoh-aficio-mpc5503-a3-color-laser-mfp-printer__82c07821-22aa-4c42-b4c8-00769f29504a,https://api.sooq.africa/images/8255af8f-8e28-4f2b-b8f8-09d6409f0efb.jpg,https://abmltd.co.ke/departments/refurbished_printers
Ricoh Aficio MP C6003 A3 Color Laser MFP Printer,"Ksh 135,000",https://abmltd.co.ke/products/ricoh-aficio-mp-c6003-a3-color-laser-mfp-printer__1140cf6e-932a-458b-ae94-519d3ec29b16,https://api.sooq.africa/images/117143d0-d615-4852-969c-1cbcbd91c101.jpg,https://abmltd.co.ke/departments/refurbished_printers
Ricoh Aficio MP C2504 A3 Color Laser MFP Printer,"Ksh 75,000",https://abmltd.co.ke/products/ricoh-aficio-mp-c2504-a3-color-laser-mfp-printer__86f8a2ac-9dbf-4b9f-8e07-2d68acda9ce9,https://api.sooq.africa/images/35c726ec-6d5d-4e73-a88b-d695701bf2bc.jpg,https://abmltd.co.ke/departments/refurbished_printers
Ricoh Aficio MPC2004 A3 Color Laser MFP Printer,"Ksh 70,000",https://abmltd.co.ke/products/ricoh-aficio-mpc2004-a3-color-laser-mfp-printer__474131fb-dd61-4fa1-8c85-244e985c66e5,https://api.sooq.africa/images/ea9ae4ec-8204-4d13-83c7-8c099a8cf33b.jpg,https://abmltd.co.ke/departments/refurbished_printers
Kyocera TASKalfa 4012i,"Ksh 90,000",https://abmltd.co.ke/products/kyocera-taskalfa-4012i__53708641-b58d-4849-b364-63c16e72d57f,https://api.sooq.africa/images/199b9873-a66e-4dfa-b971-b00d6f1ad32d.png,https://abmltd.co.ke/departments/refurbished_printers
Konica Minolta Bizhub C224 A3 Color Laser MFP Printer,"Ksh 100,000",https://abmltd.co.ke/products/konica-minolta-bizhub-c224-a3-color-laser-mfp-printer__5dcbdf61-c01c-47e4-907e-8055be9b632c,https://api.sooq.africa/images/7278a1f2-46e9-4bc0-b248-fad0640e14eb.jpg,https://abmltd.co.ke/departments/refurbished_printers
Konica Minolta Bizhub C364 A3 Color Laser MFP Printer,"Ksh 115,000",https://abmltd.co.ke/products/konica-minolta-bizhub-c364-a3-color-laser-mfp-printer__5ffe52f0-712d-4078-a225-340803140aed,https://api.sooq.africa/images/bbdeacf9-7f26-408f-a7d2-37f11805097f.jpg,https://abmltd.co.ke/departments/refurbished_printers
Kyocera Taskalfa 351ci A4 Colour Multifunction,"Ksh 50,000",https://abmltd.co.ke/products/kyocera-taskalfa-351ci-a4-colour-multifunction__4ef32a6b-213a-4d01-85d1-5570dee85dc4,https://api.sooq.africa/images/65442154-880f-41fc-bd68-34050abaed5d.jpg,https://abmltd.co.ke/departments/refurbished_printers
